MONORTM RESULTS:
----------------
NWN :     101                                                                                                                   Molecular Optical Depths -->
PROF FREQ(GHz)      BT(K)      TMR(K)  RAD(W/cm2_ster_cm-1)   TRANS     PWV     CLW  TBOUND    EMIS    REFL    ANGLE    TOTAL_OD      H2O         CO2          O3         N2O          CO         CH4          O2          NO         SO2         NO2         NH3        HNO3          OH          HF         HCL         HBR          HI         CLO         OCS        H2CO        HOCL          N2        XSEC_OD
    1    21.885   30.35216  270.91617      1.315933374E-11  0.89717  1.4103  0.0000    2.75    1.00    0.00    0.000  1.0851E-01  9.1665E-02  4.9005E-14  2.4346E-07  2.2137E-08  1.4058E-10  0.0000E+00  1.6564E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.7905E-04  0.0000E+00
    1    22.185   31.59691  270.74238      1.408331539E-11  0.89246  1.4103  0.0000    2.75    1.00    0.00    0.000  1.1377E-01  9.6693E-02  5.0358E-14  2.5102E-07  2.2777E-08  1.4450E-10  0.0000E+00  1.6791E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.8674E-04  0.0000E+00
    1    22.484   31.89243  270.92218      1.460079725E-11  0.89144  1.4103  0.0000    2.75    1.00    0.00    0.000  1.1492E-01  9.7604E-02  5.1728E-14  2.5975E-07  2.3428E-08  1.4848E-10  0.0000E+00  1.7024E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  2.9454E-04  0.0000E+00
    1    22.784   31.36589  271.22365      1.473761002E-11  0.89352  1.4103  0.0000    2.75    1.00    0.00    0.000  1.1259E-01  9.5019E-02  5.3117E-14  2.6981E-07  2.4089E-08  1.5252E-10  0.0000E+00  1.7263E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  3.0245E-04  0.0000E+00
    1    23.084   30.25648  271.52721      1.458004852E-11  0.89777  1.4103  0.0000    2.75    1.00    0.00    0.000  1.0784E-01  9.0018E-02  5.4525E-14  2.8140E-07  2.4761E-08  1.5661E-10  0.0000E+00  1.7510E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  3.1045E-04  0.0000E+00
    1    23.384   28.82586  271.76223      1.423719598E-11  0.90318  1.4103  0.0000    2.75    1.00    0.00    0.000  1.0183E-01  8.3747E-02  5.5950E-14  2.9475E-07  2.5443E-08  1.6076E-10  0.0000E+00  1.7764E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  3.1857E-04  0.0000E+00
    1    23.684   27.28026  271.90281      1.380251451E-11  0.90898  1.4103  0.0000    2.75    1.00    0.00    0.000  9.5434E-02  7.7081E-02  5.7395E-14  3.1016E-07  2.6136E-08  1.6496E-10  0.0000E+00  1.8026E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  3.2678E-04  0.0000E+00
    1    23.983   25.75611  271.94966      1.334302675E-11  0.91466  1.4103  0.0000    2.75    1.00    0.00    0.000  8.9204E-02  7.0573E-02  5.8857E-14  3.2800E-07  2.6840E-08  1.6922E-10  0.0000E+00  1.8295E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  3.3511E-04  0.0000E+00
    1    24.283   24.33206  271.91518      1.290153457E-11  0.91994  1.4103  0.0000    2.75    1.00    0.00    0.000  8.3445E-02  6.4528E-02  6.0338E-14  3.4875E-07  2.7555E-08  1.7354E-10  0.0000E+00  1.8573E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  3.4353E-04  0.0000E+00
    1    24.583   23.04612  271.81540      1.250247708E-11  0.92469  1.4103  0.0000    2.75    1.00    0.00    0.000  7.8292E-02  5.9081E-02  6.1838E-14  3.7302E-07  2.8280E-08  1.7791E-10  0.0000E+00  1.8859E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  3.5206E-04  0.0000E+00
    1    24.883   21.91048  271.66623      1.215775763E-11  0.92888  1.4103  0.0000    2.75    1.00    0.00    0.000  7.3778E-02  5.4264E-02  6.3356E-14  4.0159E-07  2.9017E-08  1.8234E-10  0.0000E+00  1.9153E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  3.6070E-04  0.0000E+00
    1    25.183   20.92251  271.48187      1.187143014E-11  0.93251  1.4103  0.0000    2.75    1.00    0.00    0.000  6.9877E-02  5.0051E-02  6.4892E-14  4.3549E-07  2.9765E-08  1.8683E-10  0.0000E+00  1.9457E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  3.6944E-04  0.0000E+00
    1    25.482   20.07207  271.27394      1.164304993E-11  0.93563  1.4103  0.0000    2.75    1.00    0.00    0.000  6.6540E-02  4.6392E-02  6.6447E-14  4.7607E-07  3.0524E-08  1.9137E-10  0.0000E+00  1.9769E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  3.7828E-04  0.0000E+00
    1    25.782   19.34573  271.05182      1.146974228E-11  0.93828  1.4103  0.0000    2.75    1.00    0.00    0.000  6.3704E-02  4.3225E-02  6.8020E-14  5.2516E-07  3.1294E-08  1.9597E-10  0.0000E+00  2.0091E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  3.8723E-04  0.0000E+00
    1    26.082   18.72923  270.82283      1.134747642E-11  0.94053  1.4103  0.0000    2.75    1.00    0.00    0.000  6.1309E-02  4.0489E-02  6.9612E-14  5.8528E-07  3.2076E-08  2.0063E-10  0.0000E+00  2.0423E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  3.9628E-04  0.0000E+00
    1    26.382   18.20876  270.59256      1.127180620E-11  0.94243  1.4103  0.0000    2.75    1.00    0.00    0.000  5.9297E-02  3.8125E-02  7.1222E-14  6.5993E-07  3.2869E-08  2.0535E-10  0.0000E+00  2.0766E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  4.0544E-04  0.0000E+00
    1    26.682   17.77160  270.36526      1.123830561E-11  0.94401  1.4103  0.0000    2.75    1.00    0.00    0.000  5.7614E-02  3.6079E-02  7.2850E-14  7.5418E-07  3.3674E-08  2.1012E-10  0.0000E+00  2.1119E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  4.1470E-04  0.0000E+00
    1    26.981   17.40649  270.14411      1.124285128E-11  0.94534  1.4103  0.0000    2.75    1.00    0.00    0.000  5.6214E-02  3.4306E-02  7.4497E-14  8.7545E-07  3.4490E-08  2.1495E-10  0.0000E+00  2.1483E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  4.2407E-04  0.0000E+00
    1    27.281   17.10380  269.93129      1.128187273E-11  0.94643  1.4103  0.0000    2.75    1.00    0.00    0.000  5.5059E-02  3.2766E-02  7.6162E-14  1.0351E-06  3.5318E-08  2.1984E-10  0.0000E+00  2.1859E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  4.3354E-04  0.0000E+00
    1    27.581   16.85564  269.72768      1.135248841E-11  0.94732  1.4103  0.0000    2.75    1.00    0.00    0.000  5.4117E-02  3.1427E-02  7.7846E-14  1.2510E-06  3.6158E-08  2.2479E-10  0.0000E+00  2.2246E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  4.4311E-04  0.0000E+00
    1    27.881   16.65539  269.53385      1.145231167E-11  0.94804  1.4103  0.0000    2.75    1.00    0.00    0.000  5.3363E-02  3.0262E-02  7.9548E-14  1.5532E-06  3.7010E-08  2.2979E-10  0.0000E+00  2.2646E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  4.5279E-04  0.0000E+00
    1    28.180   16.49746  269.35006      1.157934792E-11  0.94860  1.4103  0.0000    2.75    1.00    0.00    0.000  5.2772E-02  2.9248E-02  8.1269E-14  1.9944E-06  3.7874E-08  2.3485E-10  0.0000E+00  2.3059E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  4.6257E-04  0.0000E+00
    1    28.480   16.37708  269.17629      1.173191559E-11  0.94902  1.4103  0.0000    2.75    1.00    0.00    0.000  5.2328E-02  2.8367E-02  8.3008E-14  2.6753E-06  3.8750E-08  2.3997E-10  0.0000E+00  2.3485E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  4.7246E-04  0.0000E+00
    1    28.780   16.29019  269.01223      1.190861343E-11  0.94932  1.4103  0.0000    2.75    1.00    0.00    0.000  5.2014E-02  2.7602E-02  8.4765E-14  3.8091E-06  3.9638E-08  2.4515E-10  0.0000E+00  2.3926E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  4.8245E-04  0.0000E+00
    1    29.080   16.23336  268.85711      1.210832616E-11  0.94950  1.4103  0.0000    2.75    1.00    0.00    0.000  5.1816E-02  2.6937E-02  8.6541E-14  5.9167E-06  4.0539E-08  2.5039E-10  0.0000E+00  2.4380E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  4.9255E-04  0.0000E+00
    1    29.380   16.20393  268.70902      1.233033076E-11  0.94959  1.4103  0.0000    2.75    1.00    0.00    0.000  5.1726E-02  2.6362E-02  8.8335E-14  1.0583E-05  4.1452E-08  2.5568E-10  0.0000E+00  2.4850E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  5.0275E-04  0.0000E+00
    1    29.679   16.20079  268.56074      1.257503980E-11  0.94958  1.4103  0.0000    2.75    1.00    0.00    0.000  5.1739E-02  2.5865E-02  9.0148E-14  2.4939E-05  4.2378E-08  2.6104E-10  0.0000E+00  2.5336E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  5.1305E-04  0.0000E+00
    1    29.979   16.24030  268.33168      1.285727171E-11  0.94939  1.4103  0.0000    2.75    1.00    0.00    0.000  5.1938E-02  2.5438E-02  9.1979E-14  1.3859E-04  4.3316E-08  2.6645E-10  0.0000E+00  2.5838E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  5.2346E-04  0.0000E+00
    1    30.279   16.25787  268.29464      1.312463269E-11  0.94932  1.4103  0.0000    2.75    1.00    0.00    0.000  5.2011E-02  2.5072E-02  9.3829E-14  4.8026E-05  4.4268E-08  2.7192E-10  0.0000E+00  2.6357E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  5.3397E-04  0.0000E+00
    1    30.579   16.30637  268.21283      1.342154235E-11  0.94912  1.4103  0.0000    2.75    1.00    0.00    0.000  5.2216E-02  2.4761E-02  9.5697E-14  1.6332E-05  4.5232E-08  2.7746E-10  0.0000E+00  2.6894E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  5.4459E-04  0.0000E+00
    1    30.879   16.37714  268.11543      1.374198903E-11  0.94884  1.4103  0.0000    2.75    1.00    0.00    0.000  5.2512E-02  2.4499E-02  9.7583E-14  8.5856E-06  4.6209E-08  2.8305E-10  0.0000E+00  2.7450E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  5.5531E-04  0.0000E+00
    1    31.178   16.46511  268.01982      1.408258349E-11  0.94850  1.4103  0.0000    2.75    1.00    0.00    0.000  5.2877E-02  2.4281E-02  9.9488E-14  5.4665E-06  4.7199E-08  2.8870E-10  0.0000E+00  2.8025E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  5.6614E-04  0.0000E+00
    1    31.478   16.56870  267.92839      1.444281472E-11  0.94809  1.4103  0.0000    2.75    1.00    0.00    0.000  5.3304E-02  2.4103E-02  1.0141E-13  3.8939E-06  4.8203E-08  2.9441E-10  0.0000E+00  2.8620E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  5.7707E-04  0.0000E+00
    1    31.778   16.68694  267.84148      1.482264328E-11  0.94763  1.4103  0.0000    2.75    1.00    0.00    0.000  5.3788E-02  2.3961E-02  1.0335E-13  2.9925E-06  4.9220E-08  3.0018E-10  0.0000E+00  2.9236E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  5.8811E-04  0.0000E+00
    1    32.078   16.81912  267.75893      1.522221135E-11  0.94712  1.4103  0.0000    2.75    1.00    0.00    0.000  5.4327E-02  2.3851E-02  1.0531E-13  2.4334E-06  5.0251E-08  3.0601E-10  0.0000E+00  2.9875E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  5.9924E-04  0.0000E+00
    1    32.378   16.96467  267.68043      1.564177526E-11  0.94656  1.4103  0.0000    2.75    1.00    0.00    0.000  5.4920E-02  2.3770E-02  1.0729E-13  2.0700E-06  5.1295E-08  3.1190E-10  0.0000E+00  3.0537E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  6.1049E-04  0.0000E+00
    1    32.677   17.12316  267.60564      1.608168282E-11  0.94595  1.4103  0.0000    2.75    1.00    0.00    0.000  5.5564E-02  2.3717E-02  1.0929E-13  1.8289E-06  5.2353E-08  3.1785E-10  0.0000E+00  3.1223E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  6.2183E-04  0.0000E+00
    1    32.977   17.29423  267.53421      1.654236351E-11  0.94530  1.4103  0.0000    2.75    1.00    0.00    0.000  5.6258E-02  2.3688E-02  1.1130E-13  1.6707E-06  5.3425E-08  3.2386E-10  0.0000E+00  3.1935E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  6.3329E-04  0.0000E+00
    1    33.277   17.47764  267.46581      1.702432377E-11  0.94459  1.4103  0.0000    2.75    1.00    0.00    0.000  5.7001E-02  2.3682E-02  1.1334E-13  1.5733E-06  5.4511E-08  3.2993E-10  0.0000E+00  3.2673E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  6.4484E-04  0.0000E+00
    1    33.577   17.67320  267.40013      1.752814466E-11  0.94384  1.4103  0.0000    2.75    1.00    0.00    0.000  5.7794E-02  2.3696E-02  1.1539E-13  1.5242E-06  5.5611E-08  3.3606E-10  0.0000E+00  3.3439E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  6.5650E-04  0.0000E+00
    1    33.877   17.88082  267.33687      1.805448109E-11  0.94305  1.4103  0.0000    2.75    1.00    0.00    0.000  5.8635E-02  2.3730E-02  1.1746E-13  1.5178E-06  5.6725E-08  3.4225E-10  0.0000E+00  3.4235E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  6.6827E-04  0.0000E+00
    1    34.176   18.10045  267.27575      1.860405904E-11  0.94221  1.4103  0.0000    2.75    1.00    0.00    0.000  5.9525E-02  2.3782E-02  1.1955E-13  1.5527E-06  5.7854E-08  3.4850E-10  0.0000E+00  3.5061E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  6.8013E-04  0.0000E+00
    1    34.476   18.33211  267.21650      1.917768913E-11  0.94133  1.4103  0.0000    2.75    1.00    0.00    0.000  6.0464E-02  2.3850E-02  1.2166E-13  1.6323E-06  5.8998E-08  3.5482E-10  0.0000E+00  3.5920E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  6.9211E-04  0.0000E+00
    1    34.776   18.57589  267.15890      1.977625062E-11  0.94040  1.4103  0.0000    2.75    1.00    0.00    0.000  6.1453E-02  2.3934E-02  1.2379E-13  1.7650E-06  6.0156E-08  3.6119E-10  0.0000E+00  3.6813E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  7.0418E-04  0.0000E+00
    1    35.076   18.83191  267.10270      2.040070669E-11  0.93942  1.4103  0.0000    2.75    1.00    0.00    0.000  6.2492E-02  2.4032E-02  1.2593E-13  1.9662E-06  6.1329E-08  3.6763E-10  0.0000E+00  3.7741E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  7.1636E-04  0.0000E+00
    1    35.376   19.10036  267.04770      2.105210583E-11  0.93840  1.4103  0.0000    2.75    1.00    0.00    0.000  6.3582E-02  2.4144E-02  1.2809E-13  2.2622E-06  6.2517E-08  3.7413E-10  0.0000E+00  3.8707E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  7.2865E-04  0.0000E+00
    1    35.675   19.38148  266.99369      2.173158809E-11  0.93733  1.4103  0.0000    2.75    1.00    0.00    0.000  6.4724E-02  2.4268E-02  1.3027E-13  2.6988E-06  6.3721E-08  3.8069E-10  0.0000E+00  3.9713E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  7.4104E-04  0.0000E+00
    1    35.975   19.67558  266.94043      2.244039427E-11  0.93620  1.4103  0.0000    2.75    1.00    0.00    0.000  6.5921E-02  2.4404E-02  1.3247E-13  3.3580E-06  6.4940E-08  3.8731E-10  0.0000E+00  4.0761E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  7.5353E-04  0.0000E+00
